Image Path,R,G,B
data/lfw-deepfunneled/German_Khan/German_Khan_0001.jpg,163.28054272954432,112.53370297479395,87.88814245704341
data/lfw-deepfunneled/Stefano_Gabbana/Stefano_Gabbana_0001.jpg,141.77241677135814,99.01609610552731,56.70689384422076
data/lfw-deepfunneled/Dragan_Covic/Dragan_Covic_0001.jpg,134.48225837443235,103.35252674053675,89.47204252866203
data/lfw-deepfunneled/Jeff_Hornacek/Jeff_Hornacek_0001.jpg,143.29553240820823,111.94549607225626,79.80011765927216
data/lfw-deepfunneled/Sureyya_Ayhan/Sureyya_Ayhan_0001.jpg,115.37692686126543,79.34986880944555,55.84794194817963
data/lfw-deepfunneled/Deb_Santos/Deb_Santos_0001.jpg,149.64521582000003,113.28128005595718,71.81801754539488
data/lfw-deepfunneled/Bob_Newhart/Bob_Newhart_0001.jpg,203.168861159503,143.2821780172586,100.10813110237778
data/lfw-deepfunneled/Wang_Hailan/Wang_Hailan_0001.jpg,132.19066661774906,88.7213192941258,63.31188318597056
data/lfw-deepfunneled/Paul_McNulty/Paul_McNulty_0002.jpg,117.54437142166138,98.3561406338186,72.91262801386847
data/lfw-deepfunneled/Paul_McNulty/Paul_McNulty_0001.jpg,155.6547203652364,126.01545736181284,87.94974726887395
data/lfw-deepfunneled/Jimmy_Iovine/Jimmy_Iovine_0001.jpg,161.44927879865676,134.3385496937364,104.17352301916557
data/lfw-deepfunneled/Claudia_Pechstein/Claudia_Pechstein_0001.jpg,148.7229664142867,120.71877305377618,62.10801786061105
data/lfw-deepfunneled/Claudia_Pechstein/Claudia_Pechstein_0003.jpg,166.7807374665588,103.00502500872531,58.389926718623215
data/lfw-deepfunneled/Claudia_Pechstein/Claudia_Pechstein_0002.jpg,145.36279098036866,89.3615348771235,58.08699527948299
data/lfw-deepfunneled/Claudia_Pechstein/Claudia_Pechstein_0005.jpg,137.81131356047587,75.44911076613336,54.98077184955251
data/lfw-deepfunneled/Claudia_Pechstein/Claudia_Pechstein_0004.jpg,150.5723730482483,105.88465325643581,65.2313968209311
data/lfw-deepfunneled/Ranil_Wickremasinghe/Ranil_Wickremasinghe_0002.jpg,141.31303270925932,96.3372186202374,53.606323304436366
data/lfw-deepfunneled/Ranil_Wickremasinghe/Ranil_Wickremasinghe_0003.jpg,100.08780256288537,78.46766190619996,51.71025154247733
data/lfw-deepfunneled/Ranil_Wickremasinghe/Ranil_Wickremasinghe_0001.jpg,123.26856404437716,77.15547781139665,41.428044629349685
data/lfw-deepfunneled/Ben_Chandler/Ben_Chandler_0001.jpg,159.50384285188665,110.3745962961454,84.82813458157764
data/lfw-deepfunneled/Mark_Komara/Mark_Komara_0001.jpg,129.70461779285117,87.32914166449218,67.80422645447423
data/lfw-deepfunneled/Rand_Beers/Rand_Beers_0001.jpg,174.04599700775913,135.19689641974844,103.51080338192881
data/lfw-deepfunneled/Joanne_Woodward/Joanne_Woodward_0001.jpg,201.1481101721888,130.48099565109803,81.47668210585888
data/lfw-deepfunneled/John_Bond/John_Bond_0001.jpg,176.62709196789243,133.57224175017214,107.49656366402577
data/lfw-deepfunneled/Reginald_Hudlin/Reginald_Hudlin_0001.jpg,117.54661330317141,83.85204680906621,51.98555705398691
data/lfw-deepfunneled/Lee_Baca/Lee_Baca_0001.jpg,153.17081301098239,113.03252745710412,97.42141829537839
data/lfw-deepfunneled/Mary-Kate_Olsen/Mary-Kate_Olsen_0002.jpg,162.52900706582392,131.38031486302106,94.65461137969561
data/lfw-deepfunneled/Mary-Kate_Olsen/Mary-Kate_Olsen_0003.jpg,132.46597851862143,103.28860371042065,73.53533268238252
data/lfw-deepfunneled/Mary-Kate_Olsen/Mary-Kate_Olsen_0001.jpg,114.09965835574688,92.12913425892278,55.24107726975315
data/lfw-deepfunneled/Emily_Stevens/Emily_Stevens_0001.jpg,131.3460986547091,106.32757847533692,79.91690582959689
data/lfw-deepfunneled/Xiang_Huaicheng/Xiang_Huaicheng_0001.jpg,134.25027431421458,78.58910224438974,35.57633416458786
data/lfw-deepfunneled/Phil_Mickelson/Phil_Mickelson_0002.jpg,137.10691189558017,104.20177988727418,74.91954909522389
data/lfw-deepfunneled/Phil_Mickelson/Phil_Mickelson_0001.jpg,115.22014896119205,98.12763622108888,73.68036064288415
data/lfw-deepfunneled/Gerry_Kelly/Gerry_Kelly_0001.jpg,129.5991362037496,99.31221336657904,84.63012600739134
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0012.jpg,114.83229349736456,85.4683216168721,57.52891036906829
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0006.jpg,102.70146978769725,89.86706586826324,72.988459444747
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0007.jpg,95.33948233123797,70.90686189734969,46.77283295862911
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0013.jpg,172.05987406983436,128.93033772180928,106.22472810532331
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0005.jpg,114.34214721970109,62.63106772302509,36.52044445534497
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0011.jpg,174.37026116259526,129.56234203875283,87.1658710100157
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0010.jpg,181.62362352941173,135.2246117647057,113.55910588235241
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0004.jpg,112.99338842975256,79.95946819978458,57.03557312253042
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0001.jpg,175.0695786332154,148.23544438261916,108.66981132075547
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0003.jpg,119.2935012664372,82.11855938378277,53.77558030602628
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0002.jpg,170.86386407065064,148.05706760316087,126.6476269173163
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0009.jpg,132.60317026509998,104.27351735446837,82.87286143755168
data/lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0008.jpg,177.31981665024855,133.91190366096413,81.75800647353252
data/lfw-deepfunneled/Jim_Edmonds/Jim_Edmonds_0001.jpg,140.6523331740722,113.78945691989169,99.05590062111766
data/lfw-deepfunneled/Jim_Edmonds/Jim_Edmonds_0002.jpg,122.14405393678439,90.80808384232887,78.43793598344585
data/lfw-deepfunneled/Martina_McBride/Martina_McBride_0003.jpg,139.3163646941483,110.81848404255346,77.10168716755346
data/lfw-deepfunneled/Martina_McBride/Martina_McBride_0002.jpg,133.97567698259164,101.561218568666,77.7037234042555
data/lfw-deepfunneled/Martina_McBride/Martina_McBride_0001.jpg,137.6614840989402,101.91178927079996,82.26379698040468
data/lfw-deepfunneled/Martina_McBride/Martina_McBride_0005.jpg,144.70539467997415,105.68555263054526,84.3436014301991
data/lfw-deepfunneled/Martina_McBride/Martina_McBride_0004.jpg,155.18383071079782,127.28041237113341,93.93624525230625
data/lfw-deepfunneled/Anthony_Pico/Anthony_Pico_0001.jpg,158.2138215516756,103.15929253545869,65.11284398485654
data/lfw-deepfunneled/Jose_Theodore/Jose_Theodore_0002.jpg,131.06247646147963,99.63150186215897,77.27940745700253
data/lfw-deepfunneled/Jose_Theodore/Jose_Theodore_0001.jpg,150.97345839153843,106.5786270205548,87.65236479744523
data/lfw-deepfunneled/Heidi_Fleiss/Heidi_Fleiss_0002.jpg,129.26653696498047,98.44777012870406,79.1565399580962
data/lfw-deepfunneled/Heidi_Fleiss/Heidi_Fleiss_0003.jpg,166.83878084179972,104.8246153846155,70.82914368650174
data/lfw-deepfunneled/Heidi_Fleiss/Heidi_Fleiss_0001.jpg,101.5532772588096,72.28024342028725,34.929493391216525
data/lfw-deepfunneled/Heidi_Fleiss/Heidi_Fleiss_0004.jpg,151.53228463185624,121.33964750452945,99.38280349201104
data/lfw-deepfunneled/Mark_Richt/Mark_Richt_0001.jpg,132.66848966613665,96.53675675675647,75.70000000000041
data/lfw-deepfunneled/Mark_Richt/Mark_Richt_0003.jpg,173.30849258796195,147.48812287908538,101.38096088587268
data/lfw-deepfunneled/Mark_Richt/Mark_Richt_0002.jpg,127.51162790697697,105.3739659747165,88.9067426252535
data/lfw-deepfunneled/Mike_Smith/Mike_Smith_0001.jpg,128.29586981347558,108.00889798248929,81.12124095926858
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0008.jpg,110.2797232271443,85.32608619296812,72.0699308067863
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0009.jpg,140.47561473021796,100.74784407411664,77.968068989627
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0002.jpg,151.96161884856545,122.13990753055917,103.45911710684663
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0003.jpg,154.3381129733085,107.30002069108251,82.94196151458632
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0001.jpg,171.0157225813518,131.82184726635242,104.75616303276011
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0004.jpg,147.47514272722617,87.61395442833259,70.95945536300661
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0005.jpg,213.03528742174132,162.6134035287421,148.48321001707455
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0007.jpg,149.893809377873,118.54433547859901,94.53560118500343
data/lfw-deepfunneled/Paul_ONeill/Paul_ONeill_0006.jpg,166.5196453900707,123.36092198581566,106.41234042553208
data/lfw-deepfunneled/Horace_Newcomb/Horace_Newcomb_0001.jpg,131.61838731809414,105.11399992777912,87.95471779872197
data/lfw-deepfunneled/Mohammad_Fares/Mohammad_Fares_0001.jpg,129.144619057092,97.73151647768746,69.551057622174
data/lfw-deepfunneled/JK_Rowling/JK_Rowling_0004.jpg,176.12999339429152,140.2629419740636,89.19674581928192
data/lfw-deepfunneled/JK_Rowling/JK_Rowling_0005.jpg,144.83208246247423,107.6994584837552,89.36794603838078
data/lfw-deepfunneled/JK_Rowling/JK_Rowling_0006.jpg,138.57582417582432,115.49482401656346,88.83557891383971
data/lfw-deepfunneled/JK_Rowling/JK_Rowling_0002.jpg,175.47751184643835,153.92526704682373,115.92992530720461
data/lfw-deepfunneled/JK_Rowling/JK_Rowling_0003.jpg,184.4832354317213,154.77181993034057,122.2465041326615
data/lfw-deepfunneled/JK_Rowling/JK_Rowling_0001.jpg,133.42881963006582,99.95167325991747,80.37920987918305
data/lfw-deepfunneled/Shinya_Taniguchi/Shinya_Taniguchi_0001.jpg,145.73182828801072,118.34410808961844,80.01872755259129
data/lfw-deepfunneled/Tony_Curtis/Tony_Curtis_0002.jpg,168.7633459638345,114.75250611540136,82.69183174252952
data/lfw-deepfunneled/Tony_Curtis/Tony_Curtis_0001.jpg,160.73125668040953,125.34880643355204,100.7426070137934
data/lfw-deepfunneled/Laurie_Pirtle/Laurie_Pirtle_0001.jpg,119.56482379566795,82.88464274167474,58.17329453604902
data/lfw-deepfunneled/Angel_Maza/Angel_Maza_0001.jpg,116.39917289346273,89.41895765778472,76.37379576107882
data/lfw-deepfunneled/Ray_Sherman/Ray_Sherman_0001.jpg,81.12056010928954,49.33367486338794,37.394467213114794
data/lfw-deepfunneled/Nancy_Powell/Nancy_Powell_0001.jpg,178.9314497286027,132.4344153276538,108.71048563931092
data/lfw-deepfunneled/Kathryn_Tucker/Kathryn_Tucker_0001.jpg,133.3335365481932,102.02481253429286,89.79186734134029
data/lfw-deepfunneled/Gro_Harlem_Brundtland/Gro_Harlem_Brundtland_0002.jpg,150.87181348822207,103.31329998924565,75.0608798537167
data/lfw-deepfunneled/Gro_Harlem_Brundtland/Gro_Harlem_Brundtland_0001.jpg,152.07570457836616,95.47340982510838,48.06289406260419
data/lfw-deepfunneled/Jacqueline_Marris/Jacqueline_Marris_0001.jpg,158.578665077473,113.83114819229205,90.58184346444176
data/lfw-deepfunneled/Mikhail_Gorbachev/Mikhail_Gorbachev_0002.jpg,185.2584902440411,135.3665737527733,102.13231696911137
data/lfw-deepfunneled/Mikhail_Gorbachev/Mikhail_Gorbachev_0001.jpg,157.1851421645368,116.28740972678125,103.7325387606685
data/lfw-deepfunneled/Takuma_Sato/Takuma_Sato_0001.jpg,154.59719239030318,116.88685179502939,82.85693464252842
data/lfw-deepfunneled/Ray_Lewis/Ray_Lewis_0001.jpg,86.19967275414349,63.255990710440074,42.96331679510189
data/lfw-deepfunneled/Hank_Aaron/Hank_Aaron_0001.jpg,91.7547375102004,73.97424970532212,62.192356514643436
data/lfw-deepfunneled/Chip_Knight/Chip_Knight_0001.jpg,164.57424543534913,111.04986958141932,87.24049807477303
data/lfw-deepfunneled/Tracee_Treadwell/Tracee_Treadwell_0001.jpg,145.08295317791112,101.54381349528363,77.74260446111279
data/lfw-deepfunneled/Ronald_Young_Jr/Ronald_Young_Jr_0001.jpg,147.3644931952057,81.60207190737417,68.44712573633973
data/lfw-deepfunneled/Gustavo_Cisneros/Gustavo_Cisneros_0001.jpg,141.4252557041706,98.04602675058985,88.95492862762704
data/lfw-deepfunneled/Jack_Osbourne/Jack_Osbourne_0001.jpg,139.53821173414102,115.27105434076627,100.17422602294864
data/lfw-deepfunneled/Isidro_Pastor/Isidro_Pastor_0001.jpg,127.79439870184513,96.8837069535429,86.74722038584052
